District,Value,Metric,Year
KIRYANDONGO,63.0,Primary Completion Ratio,2016
KISORO,48.0,Primary Completion Ratio,2016
KYANKWANZI,44.0,Primary Completion Ratio,2016
KYEGEGWA,48.0,Primary Completion Ratio,2016
KYENJOJO,51.0,Primary Completion Ratio,2016
MASINDI,47.0,Primary Completion Ratio,2016
MBARARA,36.0,Primary Completion Ratio,2016
MITOOMA,37.0,Primary Completion Ratio,2016
NTOROKO,34.0,Primary Completion Ratio,2016
NTUNGAMO,41.0,Primary Completion Ratio,2016
RUBANDA,,Primary Completion Ratio,2016
RUBIRIZI,43.0,Primary Completion Ratio,2016
RUKIGA,,Primary Completion Ratio,2016
RUKUNGIRI,32.0,Primary Completion Ratio,2016
SHEEMA,28.0,Primary Completion Ratio,2016
BUIKWE,85.0,Gross Enrollment Ratio,2017
BUKOMANSIMBI,126.0,Gross Enrollment Ratio,2017
BUTAMBALA,112.0,Gross Enrollment Ratio,2017
BUVUMA,89.0,Gross Enrollment Ratio,2017
GOMBA,99.0,Gross Enrollment Ratio,2017
KALANGALA,88.0,Gross Enrollment Ratio,2017
KALUNGU,155.0,Gross Enrollment Ratio,2017
KAMPALA,104.0,Gross Enrollment Ratio,2017
KAYUNGA,113.0,Gross Enrollment Ratio,2017
KIBOGA,98.0,Gross Enrollment Ratio,2017
KYOTERA,119.0,Gross Enrollment Ratio,2017
LWENGO,104.0,Gross Enrollment Ratio,2017
LYANTONDE,128.0,Gross Enrollment Ratio,2017
MASAKA,92.0,Gross Enrollment Ratio,2017
MITYANA,92.0,Gross Enrollment Ratio,2017
MPIGI,79.0,Gross Enrollment Ratio,2017
MUBENDE,95.0,Gross Enrollment Ratio,2017
MUKONO,82.0,Gross Enrollment Ratio,2017
NAKASEKE,119.0,Gross Enrollment Ratio,2017
NAKASONGOLA,103.0,Gross Enrollment Ratio,2017
RAKAI,119.0,Gross Enrollment Ratio,2017
SSEMBABULE,141.0,Gross Enrollment Ratio,2017
WAKISO,77.0,Gross Enrollment Ratio,2017
BUDAKA,132.0,Gross Enrollment Ratio,2017
BUDUDA,104.0,Gross Enrollment Ratio,2017
BUGIRI,90.0,Gross Enrollment Ratio,2017
BUKEDEA,134.0,Gross Enrollment Ratio,2017
BUKWO,202.0,Gross Enrollment Ratio,2017
BULAMBULI,93.0,Gross Enrollment Ratio,2017
BUSIA,129.0,Gross Enrollment Ratio,2017
BUTALEJA,163.0,Gross Enrollment Ratio,2017
BUYENDE,106.0,Gross Enrollment Ratio,2017
IGANGA,110.0,Gross Enrollment Ratio,2017
JINJA,95.0,Gross Enrollment Ratio,2017
KABERAMAIDO,132.0,Gross Enrollment Ratio,2017
KALIRO,96.0,Gross Enrollment Ratio,2017
KAMULI,101.0,Gross Enrollment Ratio,2017
KAPCHORWA,143.0,Gross Enrollment Ratio,2017
KATAKWI,130.0,Gross Enrollment Ratio,2017
KIBUKU,122.0,Gross Enrollment Ratio,2017
KUMI,132.0,Gross Enrollment Ratio,2017
KWEEN,149.0,Gross Enrollment Ratio,2017
LUUKA,110.0,Gross Enrollment Ratio,2017
MANAFWA,128.0,Gross Enrollment Ratio,2017
MAYUGE,91.0,Gross Enrollment Ratio,2017
MBALE,114.0,Gross Enrollment Ratio,2017
NAMAYINGO,107.0,Gross Enrollment Ratio,2017
NAMISINDWA,112.0,Gross Enrollment Ratio,2017
NAMUTUMBA,112.0,Gross Enrollment Ratio,2017
NGORA,142.0,Gross Enrollment Ratio,2017
PALLISA,138.0,Gross Enrollment Ratio,2017
SERERE,107.0,Gross Enrollment Ratio,2017
SIRONKO,94.0,Gross Enrollment Ratio,2017
SOROTI,112.0,Gross Enrollment Ratio,2017
TORORO,142.0,Gross Enrollment Ratio,2017
ABIM,98.0,Gross Enrollment Ratio,2017
ADJUMANI,131.0,Gross Enrollment Ratio,2017
AGAGO,156.0,Gross Enrollment Ratio,2017
ALEBTONG,142.0,Gross Enrollment Ratio,2017
AMOLATAR,119.0,Gross Enrollment Ratio,2017
AMUDAT,21.0,Gross Enrollment Ratio,2017
AMURIA,122.0,Gross Enrollment Ratio,2017
AMURU,112.0,Gross Enrollment Ratio,2017
APAC,67.0,Gross Enrollment Ratio,2017
ARUA,173.0,Gross Enrollment Ratio,2017
DOKOLO,127.0,Gross Enrollment Ratio,2017
GULU,120.0,Gross Enrollment Ratio,2017
KAABONG,133.0,Gross Enrollment Ratio,2017
KITGUM,134.0,Gross Enrollment Ratio,2017
KOBOKO,142.0,Gross Enrollment Ratio,2017
KOLE,133.0,Gross Enrollment Ratio,2017
KOTIDO,49.0,Gross Enrollment Ratio,2017
LAMWO,140.0,Gross Enrollment Ratio,2017
LIRA,118.0,Gross Enrollment Ratio,2017
MARACHA,189.0,Gross Enrollment Ratio,2017
MOROTO,56.0,Gross Enrollment Ratio,2017
MOYO,161.0,Gross Enrollment Ratio,2017
NAKAPIRIPIRIT,45.0,Gross Enrollment Ratio,2017
NAPAK,68.0,Gross Enrollment Ratio,2017
NEBBI,171.0,Gross Enrollment Ratio,2017
NWOYA,75.0,Gross Enrollment Ratio,2017
OMORO,132.0,Gross Enrollment Ratio,2017
OTUKE,140.0,Gross Enrollment Ratio,2017
OYAM,129.0,Gross Enrollment Ratio,2017
PADER,191.0,Gross Enrollment Ratio,2017
PAKWACH,93.0,Gross Enrollment Ratio,2017
YUMBE,90.0,Gross Enrollment Ratio,2017
ZOMBO,122.0,Gross Enrollment Ratio,2017
BUHWEJU,99.0,Gross Enrollment Ratio,2017
BULIISA,92.0,Gross Enrollment Ratio,2017
BUNDIBUGYO,121.0,Gross Enrollment Ratio,2017
BUNYANGABU,103.0,Gross Enrollment Ratio,2017
BUSHENYI,137.0,Gross Enrollment Ratio,2017
BUTEBO,96.0,Gross Enrollment Ratio,2017
HOIMA,76.0,Gross Enrollment Ratio,2017
IBANDA,127.0,Gross Enrollment Ratio,2017
ISINGIRO,82.0,Gross Enrollment Ratio,2017
KABALE,145.0,Gross Enrollment Ratio,2017
KABAROLE,97.0,Gross Enrollment Ratio,2017
KAGADI,121.0,Gross Enrollment Ratio,2017
KAKUMIRO,97.0,Gross Enrollment Ratio,2017
KAMWENGE,96.0,Gross Enrollment Ratio,2017
KANUNGU,132.0,Gross Enrollment Ratio,2017
KASESE,118.0,Gross Enrollment Ratio,2017
KIBAALE,96.0,Gross Enrollment Ratio,2017
KIRUHURA,98.0,Gross Enrollment Ratio,2017
KIRYANDONGO,115.0,Gross Enrollment Ratio,2017
KISORO,118.0,Gross Enrollment Ratio,2017
KYANKWANZI,87.0,Gross Enrollment Ratio,2017
KYEGEGWA,91.0,Gross Enrollment Ratio,2017
KYENJOJO,99.0,Gross Enrollment Ratio,2017
MASINDI,108.0,Gross Enrollment Ratio,2017
MBARARA,119.0,Gross Enrollment Ratio,2017
MITOOMA,146.0,Gross Enrollment Ratio,2017
NTOROKO,109.0,Gross Enrollment Ratio,2017
NTUNGAMO,111.0,Gross Enrollment Ratio,2017
RUBANDA,144.0,Gross Enrollment Ratio,2017
RUBIRIZI,101.0,Gross Enrollment Ratio,2017
RUKIGA,131.0,Gross Enrollment Ratio,2017
RUKUNGIRI,125.0,Gross Enrollment Ratio,2017
SHEEMA,237.0,Gross Enrollment Ratio,2017
BUIKWE,44.0,Pupil Teacher Ratio,2017
BUKOMANSIMBI,68.0,Pupil Teacher Ratio,2017
BUTAMBALA,39.0,Pupil Teacher Ratio,2017
BUVUMA,52.0,Pupil Teacher Ratio,2017
GOMBA,46.0,Pupil Teacher Ratio,2017
KALANGALA,32.0,Pupil Teacher Ratio,2017
KALUNGU,60.0,Pupil Teacher Ratio,2017
KAMPALA,35.0,Pupil Teacher Ratio,2017
KAYUNGA,54.0,Pupil Teacher Ratio,2017
KIBOGA,36.0,Pupil Teacher Ratio,2017
KYOTERA,52.0,Pupil Teacher Ratio,2017
LWENGO,54.0,Pupil Teacher Ratio,2017
LYANTONDE,39.0,Pupil Teacher Ratio,2017
MASAKA,38.0,Pupil Teacher Ratio,2017
MITYANA,39.0,Pupil Teacher Ratio,2017
MPIGI,27.0,Pupil Teacher Ratio,2017
MUBENDE,44.0,Pupil Teacher Ratio,2017
MUKONO,49.0,Pupil Teacher Ratio,2017
NAKASEKE,47.0,Pupil Teacher Ratio,2017
NAKASONGOLA,32.0,Pupil Teacher Ratio,2017
RAKAI,64.0,Pupil Teacher Ratio,2017
SSEMBABULE,49.0,Pupil Teacher Ratio,2017
WAKISO,31.0,Pupil Teacher Ratio,2017
BUDAKA,79.0,Pupil Teacher Ratio,2017
BUDUDA,69.0,Pupil Teacher Ratio,2017
BUGIRI,69.0,Pupil Teacher Ratio,2017
BUKEDEA,78.0,Pupil Teacher Ratio,2017
BUKWO,66.0,Pupil Teacher Ratio,2017
BULAMBULI,56.0,Pupil Teacher Ratio,2017
BUSIA,65.0,Pupil Teacher Ratio,2017
BUTALEJA,102.0,Pupil Teacher Ratio,2017
BUYENDE,70.0,Pupil Teacher Ratio,2017
IGANGA,58.0,Pupil Teacher Ratio,2017
JINJA,51.0,Pupil Teacher Ratio,2017
KABERAMAIDO,80.0,Pupil Teacher Ratio,2017
KALIRO,88.0,Pupil Teacher Ratio,2017
KAMULI,63.0,Pupil Teacher Ratio,2017
KAPCHORWA,64.0,Pupil Teacher Ratio,2017
KATAKWI,77.0,Pupil Teacher Ratio,2017
KIBUKU,80.0,Pupil Teacher Ratio,2017
KUMI,99.0,Pupil Teacher Ratio,2017
KWEEN,51.0,Pupil Teacher Ratio,2017
LUUKA,67.0,Pupil Teacher Ratio,2017
MANAFWA,53.0,Pupil Teacher Ratio,2017
MAYUGE,77.0,Pupil Teacher Ratio,2017
MBALE,65.0,Pupil Teacher Ratio,2017
NAMAYINGO,85.0,Pupil Teacher Ratio,2017
NAMISINDWA,97.0,Pupil Teacher Ratio,2017
NAMUTUMBA,70.0,Pupil Teacher Ratio,2017
NGORA,66.0,Pupil Teacher Ratio,2017
PALLISA,69.0,Pupil Teacher Ratio,2017
SERERE,71.0,Pupil Teacher Ratio,2017
SIRONKO,62.0,Pupil Teacher Ratio,2017
SOROTI,57.0,Pupil Teacher Ratio,2017
TORORO,82.0,Pupil Teacher Ratio,2017
ABIM,85.0,Pupil Teacher Ratio,2017
ADJUMANI,71.0,Pupil Teacher Ratio,2017
AGAGO,76.0,Pupil Teacher Ratio,2017
ALEBTONG,82.0,Pupil Teacher Ratio,2017
AMOLATAR,68.0,Pupil Teacher Ratio,2017
AMUDAT,76.0,Pupil Teacher Ratio,2017
AMURIA,75.0,Pupil Teacher Ratio,2017
AMURU,65.0,Pupil Teacher Ratio,2017
APAC,84.0,Pupil Teacher Ratio,2017
ARUA,110.0,Pupil Teacher Ratio,2017
DOKOLO,73.0,Pupil Teacher Ratio,2017
GULU,47.0,Pupil Teacher Ratio,2017
KAABONG,120.0,Pupil Teacher Ratio,2017
KITGUM,57.0,Pupil Teacher Ratio,2017
KOBOKO,89.0,Pupil Teacher Ratio,2017
KOLE,79.0,Pupil Teacher Ratio,2017
KOTIDO,84.0,Pupil Teacher Ratio,2017
LAMWO,59.0,Pupil Teacher Ratio,2017
LIRA,71.0,Pupil Teacher Ratio,2017
MARACHA,135.0,Pupil Teacher Ratio,2017
MOROTO,45.0,Pupil Teacher Ratio,2017
MOYO,75.0,Pupil Teacher Ratio,2017
NAKAPIRIPIRIT,64.0,Pupil Teacher Ratio,2017
NAPAK,68.0,Pupil Teacher Ratio,2017
NEBBI,96.0,Pupil Teacher Ratio,2017
NWOYA,54.0,Pupil Teacher Ratio,2017
OMORO,65.0,Pupil Teacher Ratio,2017
OTUKE,75.0,Pupil Teacher Ratio,2017
OYAM,91.0,Pupil Teacher Ratio,2017
PADER,75.0,Pupil Teacher Ratio,2017
PAKWACH,78.0,Pupil Teacher Ratio,2017
YUMBE,116.0,Pupil Teacher Ratio,2017
ZOMBO,89.0,Pupil Teacher Ratio,2017
BUHWEJU,40.0,Pupil Teacher Ratio,2017
BULIISA,78.0,Pupil Teacher Ratio,2017
BUNDIBUGYO,52.0,Pupil Teacher Ratio,2017
BUNYANGABU,60.0,Pupil Teacher Ratio,2017
BUSHENYI,36.0,Pupil Teacher Ratio,2017
BUTEBO,79.0,Pupil Teacher Ratio,2017
HOIMA,33.0,Pupil Teacher Ratio,2017
IBANDA,45.0,Pupil Teacher Ratio,2017
ISINGIRO,42.0,Pupil Teacher Ratio,2017
KABALE,42.0,Pupil Teacher Ratio,2017
KABAROLE,40.0,Pupil Teacher Ratio,2017
KAGADI,51.0,Pupil Teacher Ratio,2017
KAKUMIRO,43.0,Pupil Teacher Ratio,2017
KAMWENGE,39.0,Pupil Teacher Ratio,2017
KANUNGU,50.0,Pupil Teacher Ratio,2017
KASESE,38.0,Pupil Teacher Ratio,2017
KIBAALE,51.0,Pupil Teacher Ratio,2017
KIRUHURA,39.0,Pupil Teacher Ratio,2017
KIRYANDONGO,66.0,Pupil Teacher Ratio,2017
KISORO,47.0,Pupil Teacher Ratio,2017
KYANKWANZI,44.0,Pupil Teacher Ratio,2017
KYEGEGWA,45.0,Pupil Teacher Ratio,2017
KYENJOJO,47.0,Pupil Teacher Ratio,2017
MASINDI,50.0,Pupil Teacher Ratio,2017
MBARARA,39.0,Pupil Teacher Ratio,2017
MITOOMA,35.0,Pupil Teacher Ratio,2017
NTOROKO,43.0,Pupil Teacher Ratio,2017
NTUNGAMO,38.0,Pupil Teacher Ratio,2017
RUBANDA,54.0,Pupil Teacher Ratio,2017
RUBIRIZI,41.0,Pupil Teacher Ratio,2017
RUKIGA,43.0,Pupil Teacher Ratio,2017
RUKUNGIRI,35.0,Pupil Teacher Ratio,2017
SHEEMA,28.0,Pupil Teacher Ratio,2017
BUIKWE,44.0,Primary Completion Ratio,2017
BUKOMANSIMBI,68.0,Primary Completion Ratio,2017
BUTAMBALA,39.0,Primary Completion Ratio,2017
BUVUMA,52.0,Primary Completion Ratio,2017
GOMBA,46.0,Primary Completion Ratio,2017
KALANGALA,32.0,Primary Completion Ratio,2017
KALUNGU,60.0,Primary Completion Ratio,2017
KAMPALA,35.0,Primary Completion Ratio,2017
KAYUNGA,54.0,Primary Completion Ratio,2017
KIBOGA,36.0,Primary Completion Ratio,2017
KYOTERA,52.0,Primary Completion Ratio,2017
LWENGO,54.0,Primary Completion Ratio,2017
LYANTONDE,39.0,Primary Completion Ratio,2017
MASAKA,38.0,Primary Completion Ratio,2017
MITYANA,39.0,Primary Completion Ratio,2017
MPIGI,27.0,Primary Completion Ratio,2017
MUBENDE,44.0,Primary Completion Ratio,2017
MUKONO,49.0,Primary Completion Ratio,2017
NAKASEKE,47.0,Primary Completion Ratio,2017
NAKASONGOLA,32.0,Primary Completion Ratio,2017
RAKAI,64.0,Primary Completion Ratio,2017
SSEMBABULE,49.0,Primary Completion Ratio,2017
WAKISO,31.0,Primary Completion Ratio,2017
BUDAKA,79.0,Primary Completion Ratio,2017
BUDUDA,69.0,Primary Completion Ratio,2017
BUGIRI,69.0,Primary Completion Ratio,2017
BUKEDEA,78.0,Primary Completion Ratio,2017
BUKWO,66.0,Primary Completion Ratio,2017
BULAMBULI,56.0,Primary Completion Ratio,2017
BUSIA,65.0,Primary Completion Ratio,2017
BUTALEJA,102.0,Primary Completion Ratio,2017
BUYENDE,70.0,Primary Completion Ratio,2017
IGANGA,58.0,Primary Completion Ratio,2017
JINJA,51.0,Primary Completion Ratio,2017
KABERAMAIDO,80.0,Primary Completion Ratio,2017
KALIRO,88.0,Primary Completion Ratio,2017
KAMULI,63.0,Primary Completion Ratio,2017
KAPCHORWA,64.0,Primary Completion Ratio,2017
KATAKWI,77.0,Primary Completion Ratio,2017
KIBUKU,80.0,Primary Completion Ratio,2017
KUMI,99.0,Primary Completion Ratio,2017
KWEEN,51.0,Primary Completion Ratio,2017
LUUKA,67.0,Primary Completion Ratio,2017
MANAFWA,53.0,Primary Completion Ratio,2017
MAYUGE,77.0,Primary Completion Ratio,2017
MBALE,65.0,Primary Completion Ratio,2017
NAMAYINGO,85.0,Primary Completion Ratio,2017
NAMISINDWA,97.0,Primary Completion Ratio,2017
NAMUTUMBA,70.0,Primary Completion Ratio,2017
NGORA,66.0,Primary Completion Ratio,2017
PALLISA,69.0,Primary Completion Ratio,2017
SERERE,71.0,Primary Completion Ratio,2017
SIRONKO,62.0,Primary Completion Ratio,2017
SOROTI,57.0,Primary Completion Ratio,2017
TORORO,82.0,Primary Completion Ratio,2017
ABIM,85.0,Primary Completion Ratio,2017
ADJUMANI,71.0,Primary Completion Ratio,2017
AGAGO,76.0,Primary Completion Ratio,2017
ALEBTONG,82.0,Primary Completion Ratio,2017
AMOLATAR,68.0,Primary Completion Ratio,2017
AMUDAT,76.0,Primary Completion Ratio,2017
AMURIA,75.0,Primary Completion Ratio,2017
AMURU,65.0,Primary Completion Ratio,2017
APAC,84.0,Primary Completion Ratio,2017
ARUA,110.0,Primary Completion Ratio,2017
DOKOLO,73.0,Primary Completion Ratio,2017
GULU,47.0,Primary Completion Ratio,2017
KAABONG,120.0,Primary Completion Ratio,2017
KITGUM,57.0,Primary Completion Ratio,2017
KOBOKO,89.0,Primary Completion Ratio,2017
KOLE,79.0,Primary Completion Ratio,2017
KOTIDO,84.0,Primary Completion Ratio,2017
LAMWO,59.0,Primary Completion Ratio,2017
LIRA,71.0,Primary Completion Ratio,2017
MARACHA,135.0,Primary Completion Ratio,2017
MOROTO,45.0,Primary Completion Ratio,2017
MOYO,75.0,Primary Completion Ratio,2017
NAKAPIRIPIRIT,64.0,Primary Completion Ratio,2017
NAPAK,68.0,Primary Completion Ratio,2017
NEBBI,96.0,Primary Completion Ratio,2017
NWOYA,54.0,Primary Completion Ratio,2017
OMORO,65.0,Primary Completion Ratio,2017
OTUKE,75.0,Primary Completion Ratio,2017
OYAM,91.0,Primary Completion Ratio,2017
PADER,75.0,Primary Completion Ratio,2017
PAKWACH,78.0,Primary Completion Ratio,2017
YUMBE,116.0,Primary Completion Ratio,2017
ZOMBO,89.0,Primary Completion Ratio,2017
BUHWEJU,40.0,Primary Completion Ratio,2017
BULIISA,78.0,Primary Completion Ratio,2017
BUNDIBUGYO,52.0,Primary Completion Ratio,2017
BUNYANGABU,60.0,Primary Completion Ratio,2017
BUSHENYI,36.0,Primary Completion Ratio,2017
BUTEBO,79.0,Primary Completion Ratio,2017
HOIMA,45.0,Primary Completion Ratio,2017
IBANDA,42.0,Primary Completion Ratio,2017
ISINGIRO,42.0,Primary Completion Ratio,2017
KABALE,40.0,Primary Completion Ratio,2017
KABAROLE,51.0,Primary Completion Ratio,2017
KAGADI,43.0,Primary Completion Ratio,2017
KAKUMIRO,39.0,Primary Completion Ratio,2017
KAMWENGE,50.0,Primary Completion Ratio,2017
KANUNGU,38.0,Primary Completion Ratio,2017
KASESE,51.0,Primary Completion Ratio,2017
KIBAALE,33.0,Primary Completion Ratio,2017
KIRUHURA,39.0,Primary Completion Ratio,2017
KIRYANDONGO,66.0,Primary Completion Ratio,2017
KISORO,47.0,Primary Completion Ratio,2017
KYANKWANZI,44.0,Primary Completion Ratio,2017
KYEGEGWA,45.0,Primary Completion Ratio,2017
KYENJOJO,47.0,Primary Completion Ratio,2017
MASINDI,50.0,Primary Completion Ratio,2017
MBARARA,39.0,Primary Completion Ratio,2017
MITOOMA,35.0,Primary Completion Ratio,2017
NTOROKO,43.0,Primary Completion Ratio,2017
NTUNGAMO,38.0,Primary Completion Ratio,2017
RUBANDA,54.0,Primary Completion Ratio,2017
RUBIRIZI,41.0,Primary Completion Ratio,2017
RUKIGA,43.0,Primary Completion Ratio,2017
RUKUNGIRI,35.0,Primary Completion Ratio,2017
SHEEMA,28.0,Primary Completion Ratio,2017
